code,date,open,high,low,close,amount,volume
000300.SH,2019/2/28 14:15,3665.67,3668.58,3665.42,3667.91,2391.16,209468200
000300.SH,2019/2/28 14:20,3667.75,3667.75,3658.81,3658.81,2929.19,279172800
000300.SH,2019/2/28 14:25,3658.55,3662.91,3656.86,3661.54,3329.92,316865900
000300.SH,2019/2/28 14:30,3661.73,3667.78,3659.03,3667.78,3450.74,318355500
000300.SH,2019/2/28 14:35,3668.51,3674.2,3668.51,3673.62,3957.71,350119800
000300.SH,2019/2/28 14:40,3673.43,3674.52,3671.01,3671.02,3714.58,305031000
000300.SH,2019/2/28 14:45,3671.16,3671.2,3663.4,3663.4,3933.3,343715500
000300.SH,2019/2/28 14:50,3663.66,3670.1,3663.66,3669.77,4239.16,379016300
000300.SH,2019/2/28 14:55,3669.44,3669.66,3667.37,3667.73,5380.76,469001000
000300.SH,2019/2/28 15:00,3667.98,3669.55,3667.32,3669.37,4257.05,387542000
000300.SH,2019/3/1 9:35,3700.94,3706.66,3687.98,3691.44,17203.2,1462544200
000300.SH,2019/3/1 9:40,3691.44,3691.44,3674.49,3682.03,9110.01,788130300
000300.SH,2019/3/1 9:45,3683.1,3695.48,3683.1,3695.06,7753.02,624915900
000300.SH,2019/3/1 9:50,3695.44,3695.81,3681.09,3681.09,7613.21,622598100
000300.SH,2019/3/1 9:55,3681.81,3683.14,3675.19,3676.03,6575.41,541935300
000300.SH,2019/3/1 10:00,3675.46,3676.03,3668.77,3675.65,6087.57,538370900
000300.SH,2019/3/1 10:05,3675.16,3682.55,3675.05,3682.31,4837.17,426268400
000300.SH,2019/3/1 10:10,3682.71,3685.24,3674.14,3674.52,4809.58,443650000
000300.SH,2019/3/1 10:15,3674.57,3684.95,3674.57,3682.57,5247.5,463919300
000300.SH,2019/3/1 10:20,3682.25,3689.11,3681.86,3688.96,4519.68,373765300
000300.SH,2019/3/1 10:25,3689.07,3689.13,3678.59,3680.92,4393.69,360930700
000300.SH,2019/3/1 10:30,3680.93,3681.26,3676.06,3679.57,3284.62,267317800
000300.SH,2019/3/1 10:35,3679.7,3686.25,3679.7,3686.16,3037.09,246564500
000300.SH,2019/3/1 10:40,3686.16,3691.33,3684.23,3691.33,3570.11,301221600
000300.SH,2019/3/1 10:45,3692.17,3707.18,3692.17,3707.18,6225.98,522005700
000300.SH,2019/3/1 10:50,3707.74,3709.99,3701.84,3704.74,6417.57,554276700
000300.SH,2019/3/1 10:55,3705.12,3717.88,3704.13,3717.88,6117.17,491645000
000300.SH,2019/3/1 11:00,3718.11,3719.56,3714.35,3714.35,6234.67,524269200
000300.SH,2019/3/1 11:05,3714.51,3720.93,3707.82,3708.22,6199.84,516747600
000300.SH,2019/3/1 11:10,3708.28,3708.72,3699.82,3704.49,4646.34,379966900
000300.SH,2019/3/1 11:15,3704.37,3704.4,3697.93,3698.46,3562.67,289126300
000300.SH,2019/3/1 11:20,3698.52,3699.93,3684.73,3684.91,4304.42,358571200
000300.SH,2019/3/1 11:25,3685.18,3690.89,3683.49,3683.64,3167.22,251241500
000300.SH,2019/3/1 11:30,3683.28,3686.84,3682.44,3685.73,2141.13,191186400
000300.SH,2019/3/1 13:05,3685.82,3688.54,3681.3,3682.12,3299.03,289506200
000300.SH,2019/3/1 13:10,3682.15,3688.27,3682.15,3688.27,2102.22,169458300
000300.SH,2019/3/1 13:15,3688.16,3688.99,3683.07,3683.45,2159.43,184265700
000300.SH,2019/3/1 13:20,3682.97,3686.39,3682.19,3686.36,2146.96,170511600
000300.SH,2019/3/1 13:25,3686.79,3692.13,3686.47,3691.76,2510.18,218680000
000300.SH,2019/3/1 13:30,3691.43,3692.24,3684.29,3684.29,2492.55,217527600
000300.SH,2019/3/1 13:35,3684.42,3688.24,3682.73,3687.63,2109.46,169913200
000300.SH,2019/3/1 13:40,3687.56,3687.92,3679.75,3679.98,2735.99,227305600
000300.SH,2019/3/1 13:45,3679.29,3682.16,3677.09,3682.16,2988.61,242846600
000300.SH,2019/3/1 13:50,3681.83,3683.67,3681.18,3682.77,2321.85,191112200
000300.SH,2019/3/1 13:55,3682.64,3694.88,3682.49,3694.24,3951.26,442719400
000300.SH,2019/3/1 14:00,3694.14,3698.08,3692.16,3698.08,3190.25,364201900
000300.SH,2019/3/1 14:05,3698.32,3699.28,3692.97,3694.65,3020.44,290455800
000300.SH,2019/3/1 14:10,3694.76,3704.95,3692.61,3704.74,3213.58,311289500
000300.SH,2019/3/1 14:15,3705.32,3708.77,3702.14,3702.15,3549.9,345180100
000300.SH,2019/3/1 14:20,3701.76,3706.13,3701.27,3704.41,2845.23,233288200
000300.SH,2019/3/1 14:25,3704.24,3708.44,3703.88,3707.31,3008.24,252728800
000300.SH,2019/3/1 14:30,3707.26,3720.68,3707.16,3720.62,5717.86,588388100
000300.SH,2019/3/1 14:35,3720.65,3721.2,3714.86,3720.41,5024.85,444926400
000300.SH,2019/3/1 14:40,3720.49,3739.38,3720.49,3737.04,8451.3,723640100
000300.SH,2019/3/1 14:45,3736.39,3736.39,3731.6,3736,6589.94,556205300
000300.SH,2019/3/1 14:50,3735.65,3740.6,3733.67,3740.29,6979.31,597596300
000300.SH,2019/3/1 14:55,3740.4,3746.27,3739.63,3746.18,9321.79,896988300
000300.SH,2019/3/1 15:00,3746.74,3749.71,3746.31,3749.71,6628.78,600779900
000300.SH,2019/3/4 9:35,3783.04,3792.13,3769.39,3792.13,33351.4,3052620300
000300.SH,2019/3/4 9:40,3790.86,3791.51,3768.11,3768.11,16313.75,1422412800
000300.SH,2019/3/4 9:45,3768.44,3775.32,3764.78,3769.82,12608.88,1146630000
000300.SH,2019/3/4 9:50,3771.02,3782.32,3771.02,3779.43,10333.18,856361200
000300.SH,2019/3/4 9:55,3778.28,3789.75,3777.85,3789.75,9673.58,838794300
000300.SH,2019/3/4 10:00,3790.48,3795.03,3784.17,3787.18,10171.96,858847000
000300.SH,2019/3/4 10:05,3787.11,3798.46,3787.11,3798.36,9040.38,734834600
000300.SH,2019/3/4 10:10,3798.02,3800.17,3794.94,3794.94,8499.51,710198700
000300.SH,2019/3/4 10:15,3794.57,3806.75,3790.05,3806.75,7596.6,631117300
000300.SH,2019/3/4 10:20,3807.19,3812.85,3807.13,3812.85,8107.01,733400900
000300.SH,2019/3/4 10:25,3813.18,3813.52,3805.57,3805.61,7166.88,644423700
000300.SH,2019/3/4 10:30,3805.25,3809.91,3805.08,3808.54,6133.21,494951500
000300.SH,2019/3/4 10:35,3808.2,3808.2,3793.09,3794.96,7331.63,641925400
000300.SH,2019/3/4 10:40,3795,3800.43,3795,3800.09,5329.06,398708000
000300.SH,2019/3/4 10:45,3800.14,3813.63,3800.03,3813.63,5336.65,399891500
000300.SH,2019/3/4 10:50,3813.76,3816.94,3813.76,3814.81,5731.01,450276600
000300.SH,2019/3/4 10:55,3814.53,3822.42,3811.59,3822.18,5408,410984300
000300.SH,2019/3/4 11:00,3822.54,3825.18,3818.71,3818.75,6860.03,587968000
000300.SH,2019/3/4 11:05,3818.86,3821.86,3816.26,3821.75,5069.04,398754300
000300.SH,2019/3/4 11:10,3821.76,3832.77,3821.71,3832.77,6648.61,595623900
000300.SH,2019/3/4 11:15,3833.28,3839.51,3833.28,3837.33,7911.44,685059800
000300.SH,2019/3/4 11:20,3837.57,3840.92,3832.67,3840.92,5732.52,484913700
000300.SH,2019/3/4 11:25,3840.88,3849.87,3840.88,3849.7,6755.28,598861300
000300.SH,2019/3/4 11:30,3849.52,3862.12,3849.52,3862.01,6718.9,559426200
000300.SH,2019/3/4 13:05,3863.74,3881.39,3863.74,3880.92,17217.07,1594001800
000300.SH,2019/3/4 13:10,3881.44,3886.58,3869.45,3869.45,9653.31,846418100
000300.SH,2019/3/4 13:15,3868.56,3868.73,3859.28,3859.33,7087.59,631559100
000300.SH,2019/3/4 13:20,3859.03,3859.14,3854.96,3858.76,6036.67,488394000
000300.SH,2019/3/4 13:25,3858.83,3861.1,3848.65,3848.65,6476.57,590303900
000300.SH,2019/3/4 13:30,3847.76,3848.02,3841.89,3847.77,6121.67,534688200
000300.SH,2019/3/4 13:35,3847.72,3851.91,3843.59,3851.91,5152.47,417966100
000300.SH,2019/3/4 13:40,3852.27,3855.37,3849.75,3849.75,4608.47,387763300
000300.SH,2019/3/4 13:45,3848.96,3853.66,3848.58,3853.66,4424.57,340261400
000300.SH,2019/3/4 13:50,3854.74,3861.23,3854.53,3860.34,5271.36,469393000
000300.SH,2019/3/4 13:55,3860.61,3860.61,3855.61,3860.13,4402.91,400033600
000300.SH,2019/3/4 14:00,3860.34,3862.11,3851.95,3851.95,4378.93,376716400
000300.SH,2019/3/4 14:05,3850.75,3850.75,3813.91,3815.81,10497.48,930677300
000300.SH,2019/3/4 14:10,3815.9,3816.64,3805.44,3808.03,7865.4,642577800
000300.SH,2019/3/4 14:15,3807.84,3808.33,3787.47,3791.12,9256.18,771938300
000300.SH,2019/3/4 14:20,3792.19,3804.52,3792.19,3800.8,5519.03,442339800
000300.SH,2019/3/4 14:25,3800.08,3800.13,3790.29,3790.4,5795.36,481879100
000300.SH,2019/3/4 14:30,3789.8,3797.08,3787.68,3797.07,5211.96,428428100
000300.SH,2019/3/4 14:35,3797.22,3797.46,3782.04,3782.04,6120.22,502487700
000300.SH,2019/3/4 14:40,3781.58,3781.58,3769.23,3769.23,8505.37,737137200
000300.SH,2019/3/4 14:45,3769.06,3783.35,3769.06,3783.05,6237.34,538921900
000300.SH,2019/3/4 14:50,3783.67,3785.54,3783.67,3785.02,5586.57,470247000
000300.SH,2019/3/4 14:55,3785.68,3790.13,3785.68,3789.99,6688.41,598093000
000300.SH,2019/3/4 15:00,3790.26,3794.1,3790.26,3794.1,4453.88,389801200
000300.SH,2019/3/5 9:35,3785.38,3787.41,3770.79,3786.4,20326.19,1755092500
000300.SH,2019/3/5 9:40,3786.89,3801.24,3786.89,3789.54,11150.72,934938400
000300.SH,2019/3/5 9:45,3789.24,3795.52,3786.45,3787.83,9385.51,851685900
000300.SH,2019/3/5 9:50,3787.78,3797.53,3779.71,3796.82,9567.58,889363800
000300.SH,2019/3/5 9:55,3797.34,3798.06,3788.57,3788.57,7978,677643400
000300.SH,2019/3/5 10:00,3788.31,3790.81,3785.09,3790.81,7058.23,559665900
000300.SH,2019/3/5 10:05,3791.08,3800.78,3791.08,3800.33,7473.48,643500600
000300.SH,2019/3/5 10:10,3799.93,3799.97,3786.37,3786.5,6430.38,536416300
000300.SH,2019/3/5 10:15,3786.25,3791.32,3785.24,3789.71,5463.09,463113400
000300.SH,2019/3/5 10:20,3790.9,3791.67,3785.56,3787,5580.94,547810400
000300.SH,2019/3/5 10:25,3786.72,3786.72,3774.98,3778.06,6336.21,540737600
000300.SH,2019/3/5 10:30,3778.03,3783.14,3777.89,3782.93,4173.28,367003900
000300.SH,2019/3/5 10:35,3782.83,3790.16,3782.77,3789.46,4444.2,372929800
000300.SH,2019/3/5 10:40,3789.12,3798.08,3789.12,3798.08,5068.67,544431800
000300.SH,2019/3/5 10:45,3798.38,3804.54,3798.38,3798.52,5635.79,583879700
000300.SH,2019/3/5 10:50,3798.27,3798.27,3792.75,3797.66,3753.37,321859700
000300.SH,2019/3/5 10:55,3797.89,3800.44,3795.94,3800.44,3347.19,281396700
000300.SH,2019/3/5 11:00,3801.11,3808.84,3801.11,3808.8,4854.65,411747400
000300.SH,2019/3/5 11:05,3809.18,3811.49,3802.46,3802.46,5340.17,447968900
000300.SH,2019/3/5 11:10,3801.88,3801.88,3788.65,3788.65,4582.81,422139600
000300.SH,2019/3/5 11:15,3788.83,3788.83,3781.73,3785.93,4325.64,381924500
000300.SH,2019/3/5 11:20,3786.03,3789.35,3783.58,3789.35,3671.63,345242100
000300.SH,2019/3/5 11:25,3789.5,3797.19,3789.5,3792.85,4886.04,571900500
000300.SH,2019/3/5 11:30,3792.96,3793.33,3789.86,3793.33,2968.92,305440200
000300.SH,2019/3/5 13:05,3792.79,3795.54,3788.78,3788.92,5301.22,519249100
000300.SH,2019/3/5 13:10,3788.61,3788.61,3783.16,3783.16,3652.05,301312900
000300.SH,2019/3/5 13:15,3783.15,3789.62,3783.1,3789.62,3400.42,272753600
000300.SH,2019/3/5 13:20,3789.24,3794.06,3786.94,3794.06,3426.98,262995800
000300.SH,2019/3/5 13:25,3793.83,3794.12,3790.5,3791.96,3330.7,261018300
000300.SH,2019/3/5 13:30,3791.28,3797.79,3790.79,3797.79,3941.26,321748500
000300.SH,2019/3/5 13:35,3797.47,3797.74,3790.7,3790.97,3687.4,326740400
000300.SH,2019/3/5 13:40,3790.56,3798.74,3790.42,3797.8,3805.56,335581400
000300.SH,2019/3/5 13:45,3797.71,3797.71,3787.47,3787.47,3694.26,324833100
000300.SH,2019/3/5 13:50,3787.38,3787.38,3778.08,3778.28,4760.44,444182900
000300.SH,2019/3/5 13:55,3778.68,3783.26,3778.46,3782.43,3599.29,322994400
000300.SH,2019/3/5 14:00,3781.91,3790.25,3778.78,3790.25,3917.3,332537600
000300.SH,2019/3/5 14:05,3790.66,3791.45,3787.99,3787.99,3509.95,318578500
000300.SH,2019/3/5 14:10,3787.77,3793.34,3787.29,3790.66,3342.01,291756100
000300.SH,2019/3/5 14:15,3790.77,3792.54,3789.04,3790.55,3126.5,270149000
000300.SH,2019/3/5 14:20,3790.37,3794.1,3789.9,3793.52,3870.56,352021900
000300.SH,2019/3/5 14:25,3793.48,3800.53,3793.33,3799.08,4696.87,402093400
000300.SH,2019/3/5 14:30,3798.64,3799.06,3792.31,3792.64,4076.39,356972700
000300.SH,2019/3/5 14:35,3792.32,3796.72,3792.13,3796.72,4196.85,333780700
000300.SH,2019/3/5 14:40,3797.47,3804.63,3797.12,3804.34,5573.02,462370900
000300.SH,2019/3/5 14:45,3805.35,3812.85,3805.31,3810.04,7827.87,660727200
000300.SH,2019/3/5 14:50,3809.68,3815.52,3807.49,3815.15,6581.63,576932700
000300.SH,2019/3/5 14:55,3815.17,3816.16,3814.22,3814.22,8892.51,817410500
000300.SH,2019/3/5 15:00,3814.14,3816.08,3813.91,3816.01,5450.39,458742000
000300.SH,2019/3/6 9:35,3822.86,3829.84,3816.47,3824,26069.18,2629629200
000300.SH,2019/3/6 9:40,3822.93,3828.9,3819.31,3828.9,15156.72,1477987500
000300.SH,2019/3/6 9:45,3828.78,3829.16,3816.37,3825.13,14097.08,1322814700
000300.SH,2019/3/6 9:50,3825.35,3842.28,3824.53,3842.28,12778.14,1170430400
000300.SH,2019/3/6 9:55,3843.04,3843.37,3824.47,3824.47,12359.91,1165812200
000300.SH,2019/3/6 10:00,3824.13,3824.13,3802.2,3802.2,12941.07,1359788700
000300.SH,2019/3/6 10:05,3802.35,3805.88,3799.21,3805.88,9830.66,884083400
000300.SH,2019/3/6 10:10,3806.28,3811.24,3798.08,3798.08,7634.93,688150400
000300.SH,2019/3/6 10:15,3797.99,3806.22,3796.91,3806.22,6470.07,595330400
000300.SH,2019/3/6 10:20,3806.61,3813.1,3806.61,3813.02,6217.7,618267100
000300.SH,2019/3/6 10:25,3813.17,3815.45,3807.59,3807.75,6578.39,548636500
000300.SH,2019/3/6 10:30,3807.6,3813.42,3806.12,3813.42,5154.13,426438200
000300.SH,2019/3/6 10:35,3813.02,3813.55,3810.1,3811.61,4903.15,543884900
000300.SH,2019/3/6 10:40,3811.67,3824.55,3811.67,3823.52,6164.09,678153200
000300.SH,2019/3/6 10:45,3823.36,3823.36,3813.19,3813.3,4753.23,497788200
000300.SH,2019/3/6 10:50,3812.93,3813.01,3810.81,3812.67,4021.1,367463500
000300.SH,2019/3/6 10:55,3812.99,3812.99,3801.32,3801.82,5625.8,497580700
000300.SH,2019/3/6 11:00,3802.3,3806.83,3801.91,3805.48,4161.14,366445800
000300.SH,2019/3/6 11:05,3805.25,3810.19,3804.95,3810.19,3997.18,374467000
000300.SH,2019/3/6 11:10,3810.56,3813.21,3809.43,3812.15,4223.58,394878500
000300.SH,2019/3/6 11:15,3812.08,3819.55,3811.82,3819.55,4496.66,474275400
000300.SH,2019/3/6 11:20,3819.36,3819.77,3817.07,3817.36,3519.63,389028100
000300.SH,2019/3/6 11:25,3817.18,3818.7,3816.09,3818.49,3487.31,435458300
000300.SH,2019/3/6 11:30,3818.99,3825.18,3818.99,3825.12,3509.6,490336800
000300.SH,2019/3/6 13:05,3825.31,3830.42,3825.21,3827.76,8369.92,923402600
000300.SH,2019/3/6 13:10,3827.99,3830.15,3820.28,3820.35,4977.53,499810200
000300.SH,2019/3/6 13:15,3820.26,3822.81,3817.32,3822.81,4380.28,432397400
000300.SH,2019/3/6 13:20,3822.67,3826.67,3822.19,3826.53,4079.41,430891500
000300.SH,2019/3/6 13:25,3826.89,3829.12,3824.05,3824.05,4346.88,450491700
000300.SH,2019/3/6 13:30,3823.87,3823.87,3821.74,3822.74,3919.64,376482800
000300.SH,2019/3/6 13:35,3822.56,3822.58,3814.03,3814.31,4801.46,493058100
000300.SH,2019/3/6 13:40,3814.1,3820.1,3813.93,3820.1,3675.99,404428700
000300.SH,2019/3/6 13:45,3819.58,3820.85,3818.96,3820.85,3578,452267500
000300.SH,2019/3/6 13:50,3820.87,3824.88,3820.51,3824.88,3509.82,344667800
000300.SH,2019/3/6 13:55,3825.24,3826.41,3816.16,3816.28,4532.55,423787000
000300.SH,2019/3/6 14:00,3816.15,3816.82,3812.34,3812.34,3574.9,333195600
000300.SH,2019/3/6 14:05,3812.16,3812.16,3791.04,3797.73,10385.96,959514800
000300.SH,2019/3/6 14:10,3798.14,3799.21,3789.5,3789.5,5690.23,493637800
000300.SH,2019/3/6 14:15,3789.19,3799.05,3787.52,3799.05,5792.41,515253100
000300.SH,2019/3/6 14:20,3798.95,3800.33,3797.03,3800.33,3675.47,345054600
000300.SH,2019/3/6 14:25,3800.2,3805.6,3800.2,3805.6,3466.55,313294400
000300.SH,2019/3/6 14:30,3805.35,3821.19,3801.51,3821.19,5371.88,479056000
000300.SH,2019/3/6 14:35,3821.82,3826.76,3818.77,3818.77,7113.72,691233800
000300.SH,2019/3/6 14:40,3818.67,3829.46,3818.28,3829.18,6771.79,582681700
000300.SH,2019/3/6 14:45,3829.74,3834.41,3829.74,3834.41,9056.16,781753000
000300.SH,2019/3/6 14:50,3834.88,3848.49,3834.88,3848.49,11182.67,934152300
000300.SH,2019/3/6 14:55,3848.07,3855.16,3847.84,3849.77,14022.45,1140328100
000300.SH,2019/3/6 15:00,3849.1,3849.1,3847.5,3848.09,6729.47,609767500
000300.SH,2019/3/7 9:35,3841.15,3841.15,3816.52,3823.12,27073.62,2691706100
000300.SH,2019/3/7 9:40,3823.06,3823.39,3811.17,3811.17,14163.06,1269561000
000300.SH,2019/3/7 9:45,3809.64,3814.97,3802.06,3814.39,13377.38,1295844800
000300.SH,2019/3/7 9:50,3814.91,3829.2,3814.91,3827.96,11759.06,1225104100
000300.SH,2019/3/7 9:55,3828.4,3828.4,3819.4,3821.23,9733.07,1005159300
000300.SH,2019/3/7 10:00,3820.84,3821.75,3813.45,3819.32,9117.35,890773500
000300.SH,2019/3/7 10:05,3819.64,3830.28,3819.64,3826.21,10087.89,970054300
000300.SH,2019/3/7 10:10,3826.32,3832.64,3820.69,3820.69,11416.93,1111931600
000300.SH,2019/3/7 10:15,3820.59,3820.98,3818.24,3820.98,8204.67,867507000
000300.SH,2019/3/7 10:20,3821.27,3825.03,3821.27,3825.03,8699.25,814653800
000300.SH,2019/3/7 10:25,3825.28,3834.43,3825.28,3830.28,12081.4,1095140500
000300.SH,2019/3/7 10:30,3829.81,3829.81,3816.04,3816.04,8945.47,772667600
000300.SH,2019/3/7 10:35,3815.92,3815.92,3796.68,3796.75,11526.13,1050071600
000300.SH,2019/3/7 10:40,3796.2,3805.87,3796,3799.25,8631,795526200
000300.SH,2019/3/7 10:45,3798.87,3799.12,3783.02,3783.02,9913.72,890604300
000300.SH,2019/3/7 10:50,3783.2,3798.66,3782.99,3796.43,7390.78,682746000
000300.SH,2019/3/7 10:55,3796.35,3798.49,3794.41,3798.49,4297.69,386348500
000300.SH,2019/3/7 11:00,3799.75,3808.83,3799.24,3803.89,4547.83,397328600
000300.SH,2019/3/7 11:05,3802.68,3803.02,3794.03,3794.03,3852.76,383880300
000300.SH,2019/3/7 11:10,3793.53,3796.49,3789.25,3795.9,4605.12,415291000
000300.SH,2019/3/7 11:15,3796.49,3804.53,3796.49,3804.41,3546.79,314162100
000300.SH,2019/3/7 11:20,3804.41,3817.49,3801.77,3817.49,5243.78,459045000
000300.SH,2019/3/7 11:25,3818.1,3820.62,3816.36,3816.54,5069.12,443083300
000300.SH,2019/3/7 11:30,3816.08,3816.21,3812.96,3813.5,2823.34,263713600
000300.SH,2019/3/7 13:05,3813.67,3813.93,3799.06,3799.7,7801.64,695255100
000300.SH,2019/3/7 13:10,3799.56,3804.29,3798.22,3804.29,4348.55,371957100
000300.SH,2019/3/7 13:15,3804.2,3807.98,3804.15,3807.98,4419.75,372507400
000300.SH,2019/3/7 13:20,3807.81,3808.21,3796.49,3796.9,5250.63,452114800
000300.SH,2019/3/7 13:25,3796.07,3797.59,3789.98,3791.38,5449.54,469062600
000300.SH,2019/3/7 13:30,3791.46,3795.68,3791.46,3795.68,4084.46,364695000
000300.SH,2019/3/7 13:35,3794.92,3796.13,3793.08,3793.83,4555.67,403429500
000300.SH,2019/3/7 13:40,3793.59,3793.59,3778.87,3778.87,6644.65,594147500
000300.SH,2019/3/7 13:45,3778.96,3790.71,3778.8,3790.71,5399.62,515404600
000300.SH,2019/3/7 13:50,3791.55,3799.73,3791.55,3797.68,4863.41,345622200
000300.SH,2019/3/7 13:55,3797.63,3807.74,3795.88,3807.74,4572.59,365168800
000300.SH,2019/3/7 14:00,3808.24,3810.86,3802.06,3802.06,4623.35,382590900
000300.SH,2019/3/7 14:05,3802.11,3807.94,3800.92,3807.94,3517.71,294155100
000300.SH,2019/3/7 14:10,3808.26,3821.11,3808.26,3821.11,6862.16,631538300
000300.SH,2019/3/7 14:15,3820.36,3821.12,3812.48,3814.14,5145.92,468767200
000300.SH,2019/3/7 14:20,3814.47,3819.74,3814.46,3819.74,5152.34,475118100
000300.SH,2019/3/7 14:25,3820.06,3835.55,3819.88,3834.78,8288.5,657245600
000300.SH,2019/3/7 14:30,3835.24,3835.24,3826.36,3826.36,7344.88,589310100
000300.SH,2019/3/7 14:35,3826.99,3834.69,3826.71,3834.69,5465.26,470793700
000300.SH,2019/3/7 14:40,3834.4,3845.18,3834.4,3841.41,8867.51,803337000
000300.SH,2019/3/7 14:45,3841.46,3841.46,3818.76,3818.76,8317.87,776595900
000300.SH,2019/3/7 14:50,3818.46,3818.46,3810.08,3810.73,8317.02,755702500
000300.SH,2019/3/7 14:55,3810.54,3812.42,3810.53,3810.62,8363.43,744724900
000300.SH,2019/3/7 15:00,3810.3,3810.59,3808.85,3808.85,5575.49,493506800
000300.SH,2019/3/8 9:35,3721.4,3721.4,3694.14,3710.89,41266.3,3964302900
000300.SH,2019/3/8 9:40,3710.9,3733.28,3709.89,3733.15,16452.72,1609364900
000300.SH,2019/3/8 9:45,3733.72,3733.9,3724.08,3724.08,14309.61,1291316400
000300.SH,2019/3/8 9:50,3723.87,3729.01,3723.56,3727.28,11245.06,1042885500
000300.SH,2019/3/8 9:55,3727.81,3745.5,3725.24,3745.5,10271.48,903526000
000300.SH,2019/3/8 10:00,3746.11,3747.07,3741.32,3742.33,8397.73,732019000
000300.SH,2019/3/8 10:05,3741.72,3742.36,3730.68,3731.25,7500.54,684263500
000300.SH,2019/3/8 10:10,3731.03,3747.28,3730.86,3745.76,7255.89,660420200
000300.SH,2019/3/8 10:15,3746.18,3756.66,3746.18,3749.42,8122.31,692168800
000300.SH,2019/3/8 10:20,3749.42,3757.09,3748.85,3752.44,7370.81,594137800
000300.SH,2019/3/8 10:25,3751.87,3751.87,3740.47,3740.81,6588.43,609916800
000300.SH,2019/3/8 10:30,3741.31,3752.85,3740.41,3752.67,5624.11,451781400
000300.SH,2019/3/8 10:35,3752.66,3756.55,3752,3755.77,6461.88,502235700
000300.SH,2019/3/8 10:40,3756.01,3765.41,3756.01,3765.25,6590.26,529254600
000300.SH,2019/3/8 10:45,3765.18,3774.54,3765.18,3768.76,7931.76,651150000
000300.SH,2019/3/8 10:50,3768.99,3768.99,3756.86,3756.86,6093.64,523959500
000300.SH,2019/3/8 10:55,3756.78,3756.92,3750.4,3750.67,5105.31,450133500
000300.SH,2019/3/8 11:00,3750.63,3751.14,3735.13,3735.13,6546.43,597954300
000300.SH,2019/3/8 11:05,3734.7,3740.46,3733.13,3740.46,5652.66,509361700
000300.SH,2019/3/8 11:10,3740.39,3740.87,3724.6,3724.6,5912.64,543192400
000300.SH,2019/3/8 11:15,3724.37,3728.92,3723.3,3728.32,5883.95,535816200
000300.SH,2019/3/8 11:20,3728.43,3731.27,3709.67,3709.67,5830.73,513706500
000300.SH,2019/3/8 11:25,3708.87,3708.87,3703.57,3703.57,7662.29,736145900
000300.SH,2019/3/8 11:30,3704.07,3705.97,3699.6,3699.6,4273.5,384545200
000300.SH,2019/3/8 13:05,3699.08,3702.81,3688.37,3702.81,9914.41,938463900
000300.SH,2019/3/8 13:10,3703.18,3708.18,3703.18,3705.31,3888.29,332687800
000300.SH,2019/3/8 13:15,3705.11,3709.9,3704.68,3708.85,3745.81,317990700
000300.SH,2019/3/8 13:20,3708.73,3714.45,3708.35,3710.69,3894.96,322748600
000300.SH,2019/3/8 13:25,3710.36,3710.36,3695.98,3695.98,5016.34,478559100
000300.SH,2019/3/8 13:30,3695.92,3698.94,3688.24,3698.89,6316.73,595274600
000300.SH,2019/3/8 13:35,3698.98,3705.22,3698.98,3705.22,3862.04,340171300
000300.SH,2019/3/8 13:40,3704.45,3706.99,3696.94,3697.01,4004.58,353051000
000300.SH,2019/3/8 13:45,3697.1,3697.71,3694.1,3697.71,3930.57,357664800
000300.SH,2019/3/8 13:50,3697.47,3697.76,3692.22,3692.34,3760.97,326005000
000300.SH,2019/3/8 13:55,3691.97,3691.97,3679.76,3686.25,7330.76,754434100
000300.SH,2019/3/8 14:00,3686.67,3689.01,3686.14,3689.01,4100.28,382558500
000300.SH,2019/3/8 14:05,3690.02,3709.45,3690.02,3709.45,4824.65,443630200
000300.SH,2019/3/8 14:10,3709.59,3710.06,3700.55,3700.64,3665.43,337546700
000300.SH,2019/3/8 14:15,3700.23,3701.33,3697.04,3697.04,3224.6,290849700
000300.SH,2019/3/8 14:20,3696.08,3696.08,3689.38,3689.52,3930.55,358705500
000300.SH,2019/3/8 14:25,3689.62,3701.42,3689.22,3697.87,4146.92,378747800
000300.SH,2019/3/8 14:30,3697.56,3698.16,3686,3686,4210.45,368457500
000300.SH,2019/3/8 14:35,3685.32,3685.45,3678.56,3682.55,6633.15,637182000
000300.SH,2019/3/8 14:40,3682.95,3682.95,3666.51,3666.51,7811.85,758858900
000300.SH,2019/3/8 14:45,3665.82,3673.2,3657.3,3673.2,10349.29,984905000
000300.SH,2019/3/8 14:50,3673.81,3677.88,3669.96,3669.96,6532.65,589507000
000300.SH,2019/3/8 14:55,3669.9,3669.9,3657.34,3657.34,9680.19,878420400
000300.SH,2019/3/8 15:00,3657.28,3657.58,3656.19,3657.58,6171.18,559028900
000300.SH,2019/3/11 9:35,3663.98,3693.68,3663.98,3683.27,26384.21,2177802900
000300.SH,2019/3/11 9:40,3683.19,3683.19,3660.1,3660.65,14275.19,1209655900
000300.SH,2019/3/11 9:45,3659.78,3675.03,3659.78,3672.91,10615.01,889759700
000300.SH,2019/3/11 9:50,3672.87,3687.55,3672.57,3684.89,9499.04,775480300
000300.SH,2019/3/11 9:55,3684.51,3684.51,3680.08,3680.08,8199.87,659411800
